"","id","submitdate","lastpage","startlanguage","seed","Gender","What is your age?","Profession","Your expert level","Years of experience","Country where you work?","Who in general obtains the informed consent prior to anaesthesia?","[ASA-Class] Which of the following Scores do you routinely use in preoperative evaluation?","[Apfel-Score] Which of the following Scores do you routinely use in preoperative evaluation?","[NYHA-Score] Which of the following Scores do you routinely use in preoperative evaluation?","[ARISCAT-Score] Which of the following Scores do you routinely use in preoperative evaluation?","[rCRI] Which of the following Scores do you routinely use in preoperative evaluation?","[POSPOM] Which of the following Scores do you routinely use in preoperative evaluation?","[Other] Which of the following Scores do you routinely use in preoperative evaluation?","How would you prefer to do the anaesthesiological preoperative evaluation in the future?","[Other] How would you prefer to do the anaesthesiological preoperative evaluation in the future?","When do you need to obtain Informed consent for elective surgery based on legal requirements (for complex procedures, higher risk patients).","When do you need to obtain Informed consent for elective surgery based on legal requirements (for simple procedures, low risk patients).","Is an online/telephone informed consent for elective surgery in accordance with the legal requirements in your country? (for complex procedures, higher risk patients)","[Comment] Is an online/telephone informed consent for elective surgery in accordance with the legal requirements in your country? (for complex procedures, higher risk patients)","Is an online/telephone informed consent for elective surgery in accordance with the legal requirements in your country? (for simple procedures, low risk patients)","[Comment] Is an online/telephone informed consent for elective surgery in accordance with the legal requirements in your country? (for simple procedures, low risk patients)","Thinking of Re-Do / repeated anaesthesia assuming the patient is well informed. Would an online/telephone informed consent then be allowed for elective surgery due to legal requirements in your country?","Is there a special regulation in your country during this pandemic situation favouring online or telephone informed consent?","Is it possible to obtain informed consent online via internet, in your routine setting?","[Comment] Is it possible to obtain informed consent online via internet, in your routine setting?","Is it possible to obtain informed consent online via telefone, in your routine setting?","[Comment] Is it possible to obtain informed consent online via telefone, in your routine setting?","Do you know if it is legally allowed to obtain informed consent via Internet or telephone (for simple procedures, low risk patients) in your country?","[Comment] Do you know if it is legally allowed to obtain informed consent via Internet or telephone (for simple procedures, low risk patients) in your country?","When ensuring a certain guideline, which may include i.e. specific appointment (time and date) for the interview, secure data protected online service, asking if there is a relaxed environment without distraction, parents’ explicit agreement in online or telephone interview. Would this be an alternative to personal face-to-face meetings?","[Comment] When ensuring a certain guideline, which may include i.e. specific appointment (time and date) for the interview, secure data protected online service, asking if there is a relaxed environment without distraction, parents’ explicit agreement in online or telephone interview. Would this be an alternative to personal face-to-face meetings?","[Lack of personal contact] What are your major concerns about online or telephone interviews? (More than one answer is possible)","[Patient´s behaviour is impossible to observe] What are your major concerns about online or telephone interviews? (More than one answer is possible)","[Personal relation with the patient cannot be build] What are your major concerns about online or telephone interviews? (More than one answer is possible)","[Confidence in anaesthesia cannot be achieved] What are your major concerns about online or telephone interviews? (More than one answer is possible)","[Impossible to fulfil legal requirements] What are your major concerns about online or telephone interviews? (More than one answer is possible)","[I am not sure if it might be illegal in my country] What are your major concerns about online or telephone interviews? (More than one answer is possible)","[Impossible to gather for anamnestic information] What are your major concerns about online or telephone interviews? (More than one answer is possible)","[Other] What are your major concerns about online or telephone interviews? (More than one answer is possible)","[If patients are from remote locations,  no travel or transportation is necessary] What could be a major advantage of online/telephone interviews? (More than one answer is possible)","[More relaxed for the patients] What could be a major advantage of online/telephone interviews? (More than one answer is possible)","[No waste of time waiting in the holding area] What could be a major advantage of online/telephone interviews? (More than one answer is possible)","[Less anger/stress due to long waiting] What could be a major advantage of online/telephone interviews? (More than one answer is possible)","[With specific questions all information could be obtained] What could be a major advantage of online/telephone interviews? (More than one answer is possible)","[Together with special designed written information and professional pre-produced videos it might be more efficient than face-to-face meeting] What could be a major advantage of online/telephone interviews? (More than one answer is possible)","[Other] What could be a major advantage of online/telephone interviews? (More than one answer is possible)","Do you need to obtain written Informed consent for elective surgery due to legal requirements from both parents or just from one (complex procedures, higher risk patients)?","[Comment] Do you need to obtain written Informed consent for elective surgery due to legal requirements from both parents or just from one (complex procedures, higher risk patients)?","Do you need to obtain written Informed consent for elective surgery due to legal requirements from both parents or just from one (simple procedures, low risk patients)?","[Comment] Do you need to obtain written Informed consent for elective surgery due to legal requirements from both parents or just from one (simple procedures, low risk patients)?","[Age above ...] What requirements does a child have to fulfil to sign independently?","[Comment] [Age above ...] What requirements does a child have to fulfil to sign independently?","[Having the mental capacity to understand the consequences of its decision] What requirements does a child have to fulfil to sign independently?","[Comment] [Having the mental capacity to understand the consequences of its decision] What requirements does a child have to fulfil to sign independently?","[other ...] What requirements does a child have to fulfil to sign independently?","[Comment] [other ...] What requirements does a child have to fulfil to sign independently?","Do you know if it is legally allowed to obtain informed consent from the parent/caregiver via Internet or telephone?","[Comment] Do you know if it is legally allowed to obtain informed consent from the parent/caregiver via Internet or telephone?","In case of personal presence of the parent/caregiver do you routinely check the identity or legal responsibility of the parent/caregiver (i.e. ID card)","[Comment] In case of personal presence of the parent/caregiver do you routinely check the identity or legal responsibility of the parent/caregiver (i.e. ID card)","Do you think it is necessary to verify the identity of the parent/guardian  (i.e. ID card)","[Comment] Do you think it is necessary to verify the identity of the parent/guardian  (i.e. ID card)"
"204",204,NA,1,"en","510461508","male","45 to 54 years","Medical doctor","Consultant","> 20","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",205,NA,1,"en","1419829250","female","34 or younger","Medical doctor","Resident","10 - 20","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",206,"1980-01-01 00:00:00",4,"en","1637833357","male","45 to 54 years","Medical doctor","Consultant","> 20","Other","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"Yes",NA,"No","No","No (please comment)",NA,"Yes",NA,"No",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Always both parents",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"207",207,"1980-01-01 00:00:00",4,"en","675833553","male","55 to 64 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"Different (please comment)","The question is ambiguous. I know that such consent cannot be obtained over the phone ","No",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","No advantage","Always both parents",NA,"Always both parents",NA,"Yes","18","Yes",NA,"Not selected",NA,"Different (please commment)","Ambiguous again. I know it
Cannot be performed ","Yes",NA,"Yes",NA
"208",208,"1980-01-01 00:00:00",4,"en","69678008","male","45 to 54 years","Medical doctor","Consultant","10 - 20","Other","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"Yes",NA,"Yes","No","No (please comment)",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Not selected","Not selected","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","14","Yes",NA,"Not selected",NA,"Yes",NA,"Yes",NA,"Yes",NA
"209",209,"1980-01-01 00:00:00",4,"en","1200672811","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Other","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected","Malampati","in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)",NA,"No (please comment)",NA,"Different (please comment)","It is not common practice to obtain informed consent via Internet or telephone","No",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"213",213,NA,0,"en","1585403124","female","35 to 44 years","Medical doctor","Resident","10 - 20","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",214,"1980-01-01 00:00:00",4,"en","1395515001","female","35 to 44 years","Medical doctor","Consultant","5 - 10","Other","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","No (please comment the reasons)","According to the layer of the Hospital the informed consent needs to be done written / in person, telephonic informed consent is not valid for elective surgery.","No (please comment the reasons)","According to the layer of the Hospital the informed consent needs to be done written / in person, telephonic informed consent is not valid for elective surgery.","I don´t know the legal requirements","I don´t know","No (please comment)","There is no infrastructure to do such thing","Different (please comment)","It's not legal for elective surgery to get only via telephone. We inform by telephone and then the same day of the surgery the patient is signing the informed consent.","No","It is not legal by phone. I don't know by internet.","No","Patients usually are answering to the phone call while they are working, shopping, in the gym... to do the anaesthesiologist appointment by  phone has decreased the importance than the patients do to the medical visit. Even if they know the date and time that they will be called by the anaesthesiologist I have the feeling that making the interview by phone is felt by the patient as it is not an important part of the surgical process, since they are being visited by the surgeon in person (so that is the important doctor for them)","Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Yes","Some times seeing the patient gives you a lot of information... and we are missing this very important step.","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16 (but lately I thing it has changed again to 18...)","Yes",NA,"Yes","More than 16 needs also the parents so sign the informed consent I think it's like this the law now, some years ago above 16 they didn't need for the parents sign.","No","Informed consent needs to be signed in paper (or in a table in person in the hospital)","Different (please commment)","Depends, in the visit I asked for the personal ID to writte name and number in the informed consent, the same day of the surgery I usually just asked them to write it down themselves.","Yes",NA
"215",215,"1980-01-01 00:00:00",4,"en","1880637576","male","45 to 54 years","Medical doctor","Consultant","> 20","Other","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","24h prior to surgery but often its far less because of daily routine practice","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Always both parents",NA,"Yes","14","Not selected",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"216",216,"1980-01-01 00:00:00",4,"en","1758956910","female","45 to 54 years","Medical doctor","Consultant","10 - 20","Other","other","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery but often its far less because of daily routine practice","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","No (please comment)","Not legally,general population is not online enouph","No (please comment)","Same as above","No","I fo not know if it is leagal in my contry","No","Same as above","Not selected","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"217",217,NA,1,"en","2102906763","male","55 to 64 years","Medical doctor","Other","> 20","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",218,"1980-01-01 00:00:00",4,"en","466375320","female","45 to 54 years","Physician assistant","Consultant","> 20","Other","Consultant","Yes","Not selected","Not selected","Yes","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","I do not know the legal requirements",NA,"Yes",NA,"I don´t know the legal requirements","Yes","Different (please comment)",NA,"Different (please comment)",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Yes","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","17","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"219",219,"1980-01-01 00:00:00",4,"en","776146475","female","55 to 64 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected","SFAR-scores",NA,"in person for high risk and videoteleconsultation for low risk","24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)","preanesthestic visit is required before surgery","No (please comment the reasons)","preanesthestic visit is required before surgery","No","Yes","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Not selected","Yes",NA,"Different (please comment)","no competence","Different (please comment)","no competence","Not selected",NA,"Not selected",NA,"Yes","no competence","Different (please commment)","no competence","Different (please commment)","no competence","Different (please commment)","no competence"
"220",220,"1980-01-01 00:00:00",4,"en","714190189","female","55 to 64 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"Yes","I don´t know","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes",NA,"Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"221",221,NA,2,"en","2113557692","male","55 to 64 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected","Nottingham hip score  Carlisle calculator","online via patient´s self assessment",NA,"2 days or more before surgery","24h prior to surgery but often its far less because of daily routine practice","Yes","It is but written consent is regarded as necessary
","Yes","It is but written consent is always taken ","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",222,"1980-01-01 00:00:00",4,"en","281188771","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Other","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","2 days or more before surgery","Yes",NA,"Yes",NA,"Yes","No","No (please comment)","How to confirm the person who sign the consent unless it is video call.","No (please comment)",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"Yes","Yes","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes","Oriented and educated","Not selected",NA,"Yes",NA,"Yes",NA,"Yes",NA
"223",223,NA,0,"en","1992866298","male","65 or older","Medical doctor","Consultant","> 20","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",224,NA,0,"en","1039157561","male","35 to 44 years","Medical doctor","Consultant","10 - 20","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",226,"1980-01-01 00:00:00",4,"en","1325123507","female","45 to 54 years","Medical doctor","Consultant","10 - 20","Other","Resident","Yes","Yes","Yes","Not selected","Yes","Yes","Stopbang","in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","Yes","No (please comment)",NA,"No (please comment)",NA,"Yes",NA,"No",NA,"Yes","Yes","Yes","Yes","Yes","Not selected","Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Always both parents",NA,"Just the one, who is present",NA,"Yes","14","Yes",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"227",227,"1980-01-01 00:00:00",4,"en","1962078077","male","55 to 64 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","No (please comment)","it is not implemented","Yes","probably with witnesses","No",NA,"Yes","with future physical examination","Yes","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"228",228,"1980-01-01 00:00:00",4,"en","1489076096","male","55 to 64 years","Medical doctor","Consultant","> 20","Other","Resident","Yes","Yes","Not selected","Yes","Not selected","Not selected","Frialty Score,  METS","in person",NA,"2 days or more before surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Different (please comment)","Only in patients with good physical reserve","Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Evaluation of physical reserve for example 5 minute walking test or similar ","Yes","Not selected","Yes","Yes","Not selected","Yes",NA,"Always both parents",NA,"Always both parents",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"229",229,"1980-01-01 00:00:00",4,"en","380891989","female","34 or younger","Medical doctor","Resident","5 - 10","Other","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","No (please comment)",NA,"Yes",NA,"No",NA,"Yes",NA,"Yes","Yes","Not selected","Yes","Not selected","Not selected","Yes",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Different (please comment)","Both parents should agree, especially for complex procedures, but it is not compulsory.","Just the one, who is present",NA,"Yes","14-18 depending on psychological age","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Different (please commment)","in cases where you observe no strong child-parent relationship or when there are non-parent caretaker (like child care representative, uncle/aunt etc.)"
"230",230,NA,1,"en","2019110773","female","55 to 64 years","Medical doctor","Consultant","> 20","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",231,NA,0,"en","809433882","female","34 or younger","Medical doctor","Resident","< 5","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",232,NA,1,"en","562783109","male","45 to 54 years","Medical doctor","Consultant","> 20","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",233,NA,0,"en","2047824603","male","55 to 64 years","Medical doctor","Consultant","> 20","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",234,"1980-01-01 00:00:00",4,"en","2083957926","male","34 or younger","Medical doctor","Resident","< 5","Other","Resident","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Yes","Not selected","Not selected","Physical examination is not possible. ","Yes","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Not selected",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"235",235,"1980-01-01 00:00:00",4,"en","1336063739","female","35 to 44 years","Medical doctor","Consultant","10 - 20","Other","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"online via videoconference",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","Yes",NA,"Yes",NA,"Yes","I don´t know","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","Not selected","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","12","Yes",NA,"Not selected",NA,"Yes",NA,"Yes",NA,"Yes",NA
"236",236,"1980-01-01 00:00:00",4,"en","1278704422","female","55 to 64 years","Medical doctor","Other","> 20","Other","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","Different (please comment)","falls eine Daueraufklärung erstellt wurde und der gleiche Eingriff innerhalb 3 Monate wiederholt wird, dann tel. Aufklärung mit Wiederholung/Bestätigung direkt vor Op.","Different (please comment)","falls eine Daueraufklärung erstellt wurde und der gleiche Eingriff innerhalb 3 Monate wiederholt wird, dann tel. Aufklärung mit Wiederholung/Bestätigung direkt vor Op.","Different (please comment)","falls eine Daueraufklärung erstellt wurde und der gleiche Eingriff innerhalb 3 Monate wiederholt wird, dann tel. Aufklärung mit Wiederholung/Bestätigung direkt vor Op.","No",NA,"Yes","Yes","Yes","Yes","Yes","Not selected","Yes","missing varification of identy of Patient=person beeing talking to","Not selected","Not selected","Yes","Yes","Not selected","Not selected",NA,"Always both parents",NA,"Just the one, who is present",NA,"Yes","16","Yes",NA,"Not selected",NA,"No",NA,"Different (please commment)","bei Pfegepersonen/caregiver etc","No","theoretisch ja, aber praktisch wird es nicht gehandhabt"
"237",237,NA,2,"en","586259621","male","45 to 54 years","Medical doctor","Consultant","> 20","Other","Resident","Yes","Not selected","Not selected","Not selected","Yes","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","Yes",NA,"Yes",NA,"Yes","I don´t know","No (please comment)","We do phone call or physical .","Yes",NA,NA,NA,NA,NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",238,"1980-01-01 00:00:00",4,"en","1535986083","female","65 or older","Medical doctor","Consultant","> 20","Other","Special trained nurse","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"online via patient´s self assessment",NA,"2 days or more before surgery","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Yes","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"239",239,"1980-01-01 00:00:00",4,"en","805660818","female","35 to 44 years","Medical doctor","Consultant","5 - 10","Other","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Yes","Yes","Yes","Yes","Yes","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"240",240,NA,3,"en","806263467","female","35 to 44 years","Medical doctor","Resident","< 5","Other","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"No","No","Different (please comment)","I‘ve never try. All my preoperation assessments did I in person during the pandemic time ","No (please comment)","We do whole time all assessments in person","Different (please comment)","I really don’t know ","Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","I cannot for example check the Blut pressure ","Yes","Yes","Yes","Yes","Not selected","Not selected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",241,"1980-01-01 00:00:00",4,"en","160892500","male","55 to 64 years","Medical doctor","Consultant","> 20","Other","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected","STOPBANG","in person",NA,"24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","Yes",NA,"Yes",NA,"Yes","No","No (please comment)",NA,"Yes",NA,"No",NA,"No","Lack of examination","Yes","Yes","Yes","Yes","Not selected","Not selected","Not selected","Body check imposible","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","14","Yes","and","Not selected",NA,"Yes",NA,"Different (please commment)","allready checked at entrance","Yes",NA
